t,ax,ay,az,gx,gy,gz,lat,lon,speed,course,hacc,truth_lat,truth_lon,truth_speed,truth_course
850,0.9587,3.0285,9.3932,0.0554,-0.0149,0.1066,,,,,,52.3806928,-1.516326,11.95833333,354.944
850.099,1.9564,2.775,10.06,0.2876,0.189,-0.0316,,,,,,52.3807035,-1.5163275,12.10833333,355.166
850.2,2.4618,0.7128,10.0749,0.1269,-0.034,-0.0329,,,,,,52.3807144,-1.5163291,12.19166667,354.433
850.3,0.6874,1.4654,9.5754,-0.2093,-0.0021,-0.0025,,,,,,52.3807252,-1.5163306,12.24722222,355.105
850.4,1.0724,0.9735,9.904,-0.2662,0.0571,-0.0637,,,,,,52.3807361,-1.5163322,12.32777778,355.038
850.499,-0.6532,0.7223,10.156,0.0247,0.0013,-0.0027,,,,,,52.3807472,-1.5163337,12.44444444,355.094
850.6,1.3582,0.0561,9.443,0.1361,-0.0396,0.012,,,,,,52.3807583,-1.5163352,12.53333333,355.272
850.699,0.2154,-1.3124,9.821,0.0539,0.0848,0.0308,,,,,,52.3807695,-1.5163368,12.65,354.756
850.8,0.7771,1.036,10.5294,-0.0144,-0.0303,-0.019,,,,,,52.3807807,-1.5163385,12.70833333,354.602
850.9,1.3586,-1.115,10.734,0.0274,0.0601,-0.1566,,,,,,52.3807921,-1.51634,12.81388889,355.185
851,1.2159,-0.3121,10.3324,0.1419,-0.1268,0.1167,,,,,,52.3808035,-1.5163418,12.89166667,354.796
851.1,1.1612,0.5647,9.3827,-0.0522,0.0547,0.0339,,,,,,52.380815,-1.5163434,12.96388889,354.894
851.199,2.2912,0.1487,9.198,0.0612,-0.0557,0.1067,,,,,,52.3808266,-1.5163452,13.01944444,354.671
851.3,-1.6887,0.4337,10.8655,-0.0677,-0.0173,-0.0776,,,,,,52.3808382,-1.5163469,13.11388889,354.8
851.4,0.7481,-0.8334,10.1273,0.185,0.0235,0.078,,,,,,52.3808499,-1.5163486,13.17777778,354.744
851.499,0.6217,1.1876,10.3096,-0.0221,-0.0138,0.0499,,,,,,52.3808616,-1.5163503,13.23888889,354.977
851.6,0.9994,0.2176,10.7412,0.0119,-0.0952,-0.0597,,,,,,52.3808735,-1.5163522,13.3,354.711
851.699,0.2399,0.6756,10.2853,0.0353,0.137,-0.0661,,,,,,52.3808854,-1.5163537,13.38333333,355.152
851.799,0.6759,0.0181,10.0138,0.0231,0.0299,0.1728,,,,,,52.3808973,-1.5163555,13.44722222,354.868
851.9,1.4648,-0.7515,10.5372,0.0167,0.0615,-0.1182,,,,,,52.3809093,-1.5163572,13.45833333,354.808
852,-0.1654,0.0021,9.9223,0.0534,-0.0746,-0.0393,,,,,,52.3809214,-1.5163588,13.51111111,355.449
852.1,-1.1266,-0.4875,10.0191,0.0294,-0.0759,-0.024,,,,,,52.3809334,-1.5163606,13.54722222,354.819
852.199,0.3196,1.1009,9.4617,0.0041,0.125,-0.0852,,,,,,52.3809455,-1.5163621,13.62777778,355.328
852.3,1.0942,-0.9294,9.6379,0.0804,-0.0157,0.1131,,,,,,52.3809577,-1.5163638,13.63611111,354.829
852.399,0.1776,0.1154,9.042,0.0304,-0.0438,-0.0102,,,,,,52.3809699,-1.5163654,13.66111111,355.361
852.5,-0.6788,0.2293,10.5327,-0.036,-0.033,0.0579,,,,,,52.380982,-1.5163671,13.70277778,355.304
852.599,0.0345,0.3017,9.6818,-0.0532,0.0203,-0.0554,,,,,,52.3809943,-1.5163687,13.75,355.177
852.699,0.885,-0.5681,9.861,0.0918,-0.0763,0.0953,,,,,,52.3810065,-1.5163704,13.79444444,354.933
852.799,-0.1222,-1.05,10.4863,-0.0185,-0.0745,-0.0182,,,,,,52.3810187,-1.516372,13.82777778,355.415
852.899,-0.5383,0.0435,10.2031,-0.0096,-0.024,-0.0464,,,,,,52.3810311,-1.5163739,13.88611111,354.839
853,0.1243,-0.4097,10.0087,-0.0392,-0.027,0.0746,,,,,,52.3810435,-1.5163753,13.92222222,355.785
853.1,-0.2508,0.9379,10.0466,-0.0683,0.0431,-0.0584,,,,,,52.3810558,-1.5163769,13.93333333,355.221
853.2,-0.2331,-1.475,9.4642,-0.1576,-0.0518,0.0155,,,,,,52.3810682,-1.5163784,13.94722222,356.014
853.299,-0.3018,-0.3287,9.1604,-0.1673,-0.0091,0.0279,,,,,,52.3810808,-1.51638,14.02777778,355.372
853.4,0.5114,-0.737,9.084,0.084,-0.0178,-0.0572,,,,,,52.3810931,-1.5163813,14.05,356.578
853.499,-0.1569,-0.8133,9.1271,0.0948,-0.0345,-0.003,,,,,,52.3811057,-1.5163825,14.075,356.04
853.6,-0.2147,-0.8587,10.274,-0.1334,0.0105,-0.0061,,,,,,52.3811184,-1.5163841,14.10555556,355.663
853.7,0.1433,0.0845,10.0324,0.0399,0.0148,0.0571,,,,,,52.3811309,-1.5163856,14.18055556,356.086
853.799,-0.4728,-0.0328,9.8164,-0.035,-0.0918,0.0493,,,,,,52.3811436,-1.5163868,14.19722222,356.21
853.899,-0.1302,-1.0066,10.8033,0.0324,0.052,-0.0596,,,,,,52.3811562,-1.516388,14.26388889,356.562
853.999,-0.1964,-0.1354,10.2102,-0.0211,-0.0111,-0.0481,,,,,,52.3811688,-1.5163891,14.27222222,357.107
854.099,1.2179,-0.9256,9.5689,-0.0238,-0.0082,-0.0508,,,,,,52.3811816,-1.5163903,14.25277778,356.492
854.2,-0.9554,0.7529,9.9431,0.021,0.0572,-0.0609,,,,,,52.3811943,-1.5163915,14.3,357.319
854.299,-0.0606,-0.4547,9.7915,-0.0538,0.0429,-0.0396,,,,,,52.3812071,-1.5163925,14.36666667,357.242
854.4,0.1847,0.6522,9.7018,-0.0053,-0.0047,0.034,,,,,,52.3812199,-1.5163934,14.41666667,356.912
854.5,-1.0307,-0.5555,10.0958,-0.056,-0.0666,0.0082,,,,,,52.3812327,-1.5163943,14.41666667,357.123
854.599,-0.285,-1.4131,9.4323,-0.0825,-0.1257,0.068,,,,,,52.3812457,-1.5163952,14.46111111,357.764
854.699,-0.5154,-0.4162,9.3963,0.081,-0.0624,-0.0114,,,,,,52.3812585,-1.5163961,14.47777778,357.467
854.8,0.3039,0.5929,11.5958,0.1774,-0.0278,-0.0404,,,,,,52.3812716,-1.5163974,14.56111111,356.42
854.899,1.0346,0.7179,9.9763,0.0133,-0.1117,0.1388,,,,,,52.3812845,-1.5163981,14.56388889,358.153
854.999,0.1966,2.081,9.1628,-0.0065,0.1523,-0.1093,,,,,,52.3812974,-1.5163991,14.52777778,357.111
855.099,-1.3074,-0.2659,9.014,-0.2025,0.0777,-0.0841,,,,,,52.3813105,-1.5164001,14.56388889,357.875
855.2,0.0437,-2.7196,9.3454,-0.1566,-0.1689,0.1351,,,,,,52.3813234,-1.5164009,14.61111111,357.896
855.3,0.6991,1.0048,10.0297,0.1332,0.0181,-0.0433,,,,,,52.3813365,-1.5164017,14.66666667,357.72
855.4,0.7636,1.2497,10.4269,0.0286,-0.0371,-0.0022,,,,,,52.3813495,-1.5164026,14.69166667,357.732
855.5,-0.443,0.0811,11.0166,-0.0056,-0.0977,-0.0431,,,,,,52.3813626,-1.5164034,14.74166667,357.674
855.6,-0.4078,-1.4868,9.8434,0.0708,-0.1078,0.0318,,,,,,52.3813758,-1.516404,14.76944444,358.144
855.699,0.4677,-0.126,8.9655,-0.0831,0.0079,-0.0648,,,,,,52.3813889,-1.5164047,14.70833333,358.146
855.8,0.0915,-0.3256,9.482,-0.0599,-0.0286,-0.0183,,,,,,52.3814022,-1.5164054,14.76111111,358.33
855.9,-0.1148,-0.5775,9.7692,-0.0155,-0.0529,-0.0301,,,,,,52.3814154,-1.516406,14.81111111,358.329
855.999,-0.4779,-0.5641,10.0196,-0.0058,-0.0505,0.0156,,,,,,52.3814287,-1.5164065,14.87222222,358.66
856.1,0.6288,-0.4307,10.8306,0.0334,-0.1162,-0.0144,,,,,,52.3814419,-1.5164068,14.91944444,358.643
856.199,-0.2377,-1.2291,10.5503,0.1895,-0.083,0.0428,,,,,,52.3814551,-1.5164075,14.9,358.609
856.3,1.4508,0.1599,9.9444,0.0157,0.0421,-0.0112,,,,,,52.381468,-1.5164087,14.88333333,358.198
856.399,-1.3239,-0.0596,9.1647,-0.1192,0.0334,-0.1131,,,,,,52.3814811,-1.5164096,14.90555556,358.222
856.5,0.1356,-0.9432,9.694,-0.016,-0.1042,0.0416,,,,,,52.3814944,-1.51641,14.94722222,359.189
856.6,-0.6256,-0.6751,9.9439,0.0854,-0.0851,0.0306,,,,,,52.3815077,-1.5164101,14.97222222,359.171
856.7,0.2564,-0.0073,9.1698,-0.1879,-0.0383,0.04,,,,,,52.381521,-1.5164104,14.96944444,359.425
856.799,-0.0715,0.4593,10.8999,0.197,0.031,-0.0069,,,,,,52.3815344,-1.5164106,14.925,359.218
856.9,-0.0674,-0.1744,10.0523,0.2396,0.0326,0.0689,,,,,,52.3815477,-1.5164107,14.93888889,0.169
857,1.3862,-0.5719,10.4914,0.0187,0.048,-0.1032,,,,,,52.381561,-1.5164106,14.97777778,0.175
857.1,-1.3865,0.0507,9.1052,0.0017,-0.0364,0.0537,,,,,,52.3815743,-1.5164106,15.00833333,0.112
857.2,0.4889,-1.7334,9.6308,-0.0745,-0.0892,0.0576,,,,,,52.381588,-1.5164109,15.00833333,358.473
857.299,-2.1463,-0.8325,10.632,-0.2604,0.0461,-0.0163,,,,,,52.3816017,-1.5164111,14.96666667,358.738
857.399,-4.0549,-1.7233,10.6808,0.3196,0.011,-0.0518,,,,,,52.3816153,-1.5164113,15.07777778,359.277
857.5,2.4494,-0.8474,9.6989,-0.5937,0.0643,-0.0118,,,,,,52.3816284,-1.5164109,15.00833333,1.154
857.599,2.2499,1.916,6.9755,-0.4676,-0.1319,0.017,,,,,,52.3816418,-1.5164107,14.98055556,0.635
857.699,-0.1299,-1.9165,9.8071,-0.1538,-0.0774,-0.0569,,,,,,52.3816553,-1.5164105,14.97222222,0.28
857.799,-0.9817,-0.828,9.7392,-0.0689,-0.0035,-0.0045,,,,,,52.3816685,-1.5164104,14.97222222,0.815
857.9,-0.6654,0.7683,9.93,0.1291,-0.001,0.0468,,,,,,52.3816816,-1.5164111,14.98888889,359.157
857.999,-0.3774,-0.4875,9.8895,-0.0191,-0.0074,-0.01,52.381676,-1.516394,4.094444444,0.61,3,52.3816947,-1.5164113,14.99166667,359.844
858.1,-0.1705,0.1363,9.9573,0.0756,0.0066,-0.014,,,,,,52.3817081,-1.516411,14.96111111,0.512
858.2,-0.1394,-1.4579,10.2745,0.0539,0.0128,-0.045,,,,,,52.3817213,-1.5164108,14.96388889,0.734
858.299,0.4747,0.875,9.164,-0.0445,0.0148,-0.0351,,,,,,52.3817346,-1.5164104,14.93888889,1.091
858.401,-0.1142,-0.8395,10.2442,0.0305,-0.0129,0.0239,,,,,,52.3817479,-1.5164099,14.92222222,1.235
858.5,-0.6789,0.1374,10.0189,0.0466,0.0343,-0.0352,,,,,,52.3817614,-1.516409,14.95277778,1.74
858.6,-0.1315,-0.2382,10.1124,-0.0512,-0.0227,0.038,,,,,,52.3817746,-1.5164087,14.93888889,0.91
858.699,-0.8813,-0.5723,9.783,-0.0288,-0.0254,0.0565,,,,,,52.381788,-1.5164082,14.93055556,1.173
858.8,0.5851,-1.127,10.1341,0.0486,-0.0161,0.0638,,,,,,52.3818012,-1.5164079,14.93055556,0.954
858.899,-0.4356,-0.0931,9.3384,0.0799,-0.085,0.0249,,,,,,52.3818144,-1.5164074,14.90555556,1.458
858.999,-0.2269,-1.9278,9.9202,-0.0494,-0.1808,0.1042,,,,,,52.3818278,-1.516407,14.87777778,0.9
859.1,-0.1948,0.118,9.0754,-0.002,-0.0589,-0.0064,,,,,,52.3818411,-1.5164071,14.86666667,0.071
859.2,-0.2588,-1.0821,9.2836,-0.0321,0.0214,-0.0109,,,,,,52.3818541,-1.5164067,14.84166667,1.208
859.3,0.2071,-0.702,10.2784,0.0842,-0.0255,0.0314,,,,,,52.3818673,-1.516406,14.88055556,1.662
859.4,0.3348,0.2668,9.877,0.0595,-0.0058,-0.0509,,,,,,52.3818807,-1.5164057,14.875,0.901
859.5,0.6038,-0.4724,10.4013,0.0396,-0.0266,0.0046,,,,,,52.3818942,-1.5164052,14.86666667,0.832
859.6,-0.131,0.3192,9.8135,-0.0394,-0.0138,-0.0313,,,,,,52.3819075,-1.5164048,14.83333333,1.058
859.699,-1.603,0.4056,9.4137,-0.0391,0.0717,-0.0235,,,,,,52.3819209,-1.5164038,14.825,2.106
859.8,-0.3013,-0.9585,10.0939,0.052,-0.0287,0.0085,,,,,,52.3819341,-1.5164027,14.84444444,2.667
859.9,0.3725,-0.5414,10.7964,0.1912,-0.0834,0.0409,,,,,,52.3819474,-1.5164019,14.85,2.232
860,-1.2324,-0.3902,10.3804,-0.0857,-0.0594,0.0612,,,,,,52.3819606,-1.5164013,14.83611111,1.523
860.1,0.0618,0.947,10.4567,-0.0093,0.0739,-0.1345,,,,,,52.3819738,-1.5164003,14.85555556,2.375
860.199,-1.1517,-0.8778,9.9906,-0.0669,0.0421,-0.0315,,,,,,52.381987,-1.5163995,14.83055556,2.223
860.3,-0.1825,-0.7637,9.6218,-0.0702,-0.0437,0.0418,,,,,,52.3820003,-1.5163984,14.82222222,2.681
860.4,-0.8214,-0.2403,10.9498,0.0944,-0.0413,0.0317,,,,,,52.3820132,-1.5163985,14.83333333,1.257
860.5,0.2375,0.0857,8.979,-0.0145,0.0076,-0.0037,,,,,,52.3820264,-1.5163973,14.81388889,2.272
860.6,0.1357,-0.2778,9.9114,-0.166,-0.0101,-0.0439,,,,,,52.3820393,-1.5163968,14.79722222,2.36
860.7,1.0015,-1.4454,9.8338,0.0738,-0.0664,0.0684,,,,,,52.3820526,-1.516396,14.78888889,2.153
860.8,-1.3242,-1.179,10.351,-0.4718,0.0323,-0.0357,,,,,,52.3820659,-1.5163947,14.83055556,2.514
860.9,-2.0699,0.9817,9.095,-0.2842,0.1101,-0.0531,,,,,,52.382079,-1.5163936,14.84722222,3.306
861,-1.0084,-0.2799,8.8575,-0.2848,-0.1141,-0.0443,,,,,,52.382092,-1.5163923,14.76944444,3.247
861.099,-1.4489,-0.5366,8.7558,-0.2973,-0.0156,-0.0523,,,,,,52.3821054,-1.5163908,14.76944444,3.22
861.2,-0.1675,-0.3319,8.6359,-0.0637,-0.0742,0.0799,,,,,,52.3821184,-1.5163892,14.73888889,4.367
861.3,-0.9347,-1.0223,9.3222,-0.013,-0.0269,-0.036,,,,,,52.3821318,-1.5163877,14.75277778,3.781
861.4,0.2093,0.5928,9.9001,0.1014,0.0643,0.0045,,,,,,52.3821449,-1.5163864,14.78611111,2.912
861.5,0.0503,-0.5982,10.36,0.0727,0.0366,0.008,,,,,,52.382158,-1.516385,14.78055556,3.917
861.6,-0.9066,0.1301,10.3375,0.0554,-0.028,0.0103,,,,,,52.3821711,-1.5163837,14.81388889,3.387
861.699,0.617,-1.8653,9.5585,0.091,-0.1018,0.0728,,,,,,52.3821841,-1.5163822,14.80833333,3.921
861.8,1.1506,-0.5886,10.3947,-0.097,0.0414,-0.0311,,,,,,52.3821977,-1.5163802,14.78055556,3.983
861.9,-0.7855,-1.5719,11.0354,0.0314,-0.1045,0.0204,,,,,,52.3822108,-1.5163789,14.83055556,3.913
862.001,-1.6139,-0.0996,9.3781,0.0417,-0.0945,0.0784,,,,,,52.3822238,-1.5163773,14.82777778,4.287
862.1,0.3755,-0.913,10.4262,-0.0425,0.0005,0.0296,,,,,,52.3822372,-1.5163754,14.825,4.249
862.199,0.9003,0.8913,9.5939,0.018,0.0789,-0.0642,,,,,,52.3822502,-1.5163739,14.82222222,4.367
862.299,0.582,-0.7193,9.7676,0.0543,-0.0454,-0.0188,,,,,,52.3822635,-1.5163723,14.81388889,4.183
862.399,-0.6468,0.3879,9.4808,-0.1834,-0.0545,0.0279,,,,,,52.3822766,-1.5163705,14.85555556,5.091
862.5,0.1622,-0.4863,10.4547,0.2474,0.0233,0.0091,,,,,,52.3822897,-1.5163687,14.85555556,4.658
862.6,-0.494,-0.4567,9.8789,0.1287,-0.0156,0.0306,,,,,,52.3823031,-1.516367,14.84166667,3.987
862.699,-1.3455,-0.2375,10.605,0.1426,0.0331,-0.0313,,,,,,52.3823164,-1.5163648,14.89166667,5.393
862.8,0.295,-0.6958,10.4738,0.0592,-0.0307,0.0014,,,,,,52.38233,-1.5163624,14.86944444,4.867
862.899,-0.356,0.6874,9.3635,-0.1005,0.0468,-0.0835,,,,,,52.3823431,-1.5163605,14.85277778,5.3
863,1.0801,0.0573,8.3996,-0.1533,0.0316,-0.0389,,,,,,52.3823563,-1.5163588,14.80555556,4.785
863.1,-0.4849,-0.1561,10.323,-0.0577,-0.0737,0.0741,,,,,,52.3823698,-1.5163566,14.84722222,5.354
863.199,-0.8649,-0.8438,9.3995,0.2328,0.0408,-0.0107,,,,,,52.3823828,-1.516355,14.9,5.057
863.3,0.4014,-1.3412,10.5277,0.1755,-0.0871,0.0349,,,,,,52.3823962,-1.5163526,14.89722222,5.418
863.4,1.5463,0.0586,9.8672,-0.0585,-0.0631,0.0466,,,,,,52.3824093,-1.516351,14.88888889,4.778
863.5,-0.6137,0.9254,10.0994,0.038,0.0366,-0.0191,,,,,,52.3824226,-1.5163491,14.89444444,4.984
863.6,-2.1058,-0.5092,9.1409,-0.2243,0.0637,-0.0071,,,,,,52.382436,-1.5163472,14.90277778,4.673
863.699,-0.7546,-0.7043,8.9659,-0.1278,-0.0512,0.1334,,,,,,52.3824492,-1.5163451,14.90555556,5.464
863.8,-0.5561,-1.2562,9.7265,0.0937,-0.019,-0.0301,,,,,,52.3824624,-1.516343,14.93611111,5.328
863.9,-0.2718,-0.1676,10.2158,-0.0238,0.0228,-0.0483,,,,,,52.3824759,-1.5163409,14.93333333,5.479
864,-1.2289,-1.6267,9.3865,0.1027,0.0193,-0.0003,,,,,,52.382489,-1.5163389,14.95833333,5.182
864.1,0.7834,-0.3541,10.5238,-0.1437,0.0258,-0.0145,,,,,,52.3825024,-1.5163367,14.96388889,5.491
864.2,0.9173,0.1864,10.566,-0.0308,-0.0661,0.0835,,,,,,52.3825157,-1.5163346,14.95277778,5.241
864.3,-1.2427,-0.6109,9.0443,0.0896,-0.0465,-0.0372,,,,,,52.3825292,-1.5163323,14.98055556,5.58
864.399,0.8954,-1.2639,10.2159,0.0169,-0.1333,0.1582,,,,,,52.3825424,-1.5163298,14.99722222,6.718
864.499,-1.0061,0.3134,10.2165,-0.0734,0.0636,-0.0834,,,,,,52.3825556,-1.5163276,14.99444444,5.927
864.599,-0.9891,-0.7202,10.2591,0.0607,-0.0254,0.0128,,,,,,52.382569,-1.5163251,14.99166667,6.16
864.699,-0.521,0.3728,8.9278,-0.0616,0.0526,0.0449,,,,,,52.3825824,-1.5163229,14.96111111,5.723
864.799,-1.8259,-1.1763,10.1296,-0.0381,0.0999,-0.0976,,,,,,52.3825958,-1.5163203,14.98055556,6.499
864.9,0.2598,1.3293,11.6518,0.0962,-0.0703,0.0459,,,,,,52.382609,-1.5163179,15.00833333,6.488
864.999,0.3931,0.231,11.1281,0.1437,-0.0606,-0.1077,,,,,,52.3826222,-1.5163154,15.03333333,6.629
865.1,-0.1012,0.5091,9.7005,-0.0364,-0.0577,0.0689,,,,,,52.3826354,-1.516313,14.94722222,6.634
865.2,0.1295,-0.0541,9.3478,-0.1216,0.035,-0.0366,,,,,,52.3826487,-1.5163104,14.92222222,7.012
865.3,-1.2768,0.4073,9.09,-0.1283,-0.0138,-0.0076,,,,,,52.3826621,-1.5163075,14.90277778,7.305
865.4,-0.2443,-0.4003,9.2609,0.1177,0.0249,0.0294,,,,,,52.3826755,-1.5163049,14.90277778,6.681
865.499,-0.7987,-0.4704,9.5757,0.046,-0.0619,0.0756,,,,,,52.3826891,-1.5163025,14.9,5.95
865.599,-0.4938,0.4415,10.8528,0.0713,0.022,-0.008,,,,,,52.3827023,-1.5163001,14.9,5.974
865.699,0.2672,-0.9248,10.7387,0.1098,-0.0691,0.1014,,,,,,52.3827153,-1.5162977,14.85,6.947
865.8,-0.8799,-1.104,11.4853,0.0904,0.0346,0.0971,,,,,,52.3827284,-1.5162954,14.81388889,6.151
865.9,1.9586,-0.35,8.5615,0.0524,0.0694,-0.0527,,,,,,52.3827415,-1.5162929,14.78333333,6.909
866,-0.4478,1.1665,9.63,-0.1583,-0.267,0.1438,,,,,,52.3827544,-1.5162901,14.74722222,7.586
866.1,1.4983,-2.2301,10.489,0.272,0.0201,-0.0642,,,,,,52.3827674,-1.5162875,14.71666667,7.015
866.199,-1.3096,-1.0531,10.8945,0.2867,-0.0504,-0.058,,,,,,52.3827804,-1.5162851,14.71388889,6.913
866.3,-0.6088,1.5086,10.2618,0.3299,0.0776,-0.1303,,,,,,52.3827932,-1.5162826,14.69166667,6.815
866.4,0.4112,0.6885,9.2211,0.0564,0.0343,0.0079,,,,,,52.3828062,-1.5162799,14.675,7.369
866.499,-1.8486,-0.7708,10.5043,-0.0036,-0.0198,-0.0202,,,,,,52.3828194,-1.516277,14.64722222,7.292
866.599,-1.2437,-1.1118,9.4639,0.032,-0.0116,0.0548,,,,,,52.3828324,-1.5162741,14.63611111,7.58
866.699,-0.8957,-0.9796,10.7304,-0.0354,-0.1131,0.1059,,,,,,52.3828451,-1.5162713,14.61666667,7.585
866.799,2.0254,0.5236,9.5478,0.2206,-0.0534,0.1315,,,,,,52.3828581,-1.5162687,14.57777778,6.91
866.9,0.2238,-2.1498,13.6421,0.161,-0.0226,0.0197,,,,,,52.3828711,-1.516266,14.625,7.208
867,-4.6039,0.1726,8.8754,0.1646,-0.2959,0.0859,52.38288,-1.516246,4.044444444,8.09,2,52.3828839,-1.5162626,14.575,8.626
867.1,-0.3588,-3.9427,11.3495,0.7335,0.0629,-0.0671,,,,,,52.3828967,-1.5162594,14.52222222,8.396
867.2,0.616,-0.3273,9.7028,-0.4261,-0.1099,-0.0035,,,,,,52.3829096,-1.5162563,14.51944444,8.188
867.3,-0.1407,1.0245,10.7862,-0.0227,-0.0084,-0.0389,,,,,,52.3829226,-1.5162534,14.50277778,7.622
867.399,-1.0917,0.1003,9.3201,-0.1812,-0.0133,0.029,,,,,,52.3829353,-1.5162501,14.48611111,8.659
867.5,-0.3544,-0.811,9.3734,0.027,0.0145,0.0463,,,,,,52.3829483,-1.5162472,14.45833333,7.726
867.6,-1.0555,0.866,8.6408,-0.2069,0.0496,0.0003,,,,,,52.3829612,-1.5162441,14.42222222,8.104
867.699,-4.713,-0.5785,8.8438,-0.1733,0.0006,0.0518,,,,,,52.382974,-1.5162411,14.33611111,8.037
867.799,-4.0812,2.1798,8.3599,-0.0189,-0.5146,0.1954,,,,,,52.3829868,-1.5162382,14.39166667,7.71
867.9,1.9731,2.4507,9.0417,0.1729,0.3403,-0.0558,,,,,,52.3829994,-1.5162352,14.33611111,8.142
868,0.1193,2.7449,10.3464,0.5337,0.3608,-0.0363,,,,,,52.3830121,-1.5162323,14.28888889,7.74
868.1,-4.194,-0.668,12.7386,-0.1561,0.1537,-0.2479,,,,,,52.3830247,-1.5162297,14.31666667,7.303
868.199,-1.0987,1.7219,8.7721,0.2673,-0.2044,0.0159,,,,,,52.3830372,-1.5162264,14.24166667,9.071
868.3,-1.1198,2.9186,9.8711,-0.2224,-0.1494,0.1417,,,,,,52.3830497,-1.5162236,14.15277778,7.687
868.401,1.1769,-2.286,9.6667,-0.0176,0.107,-0.1134,,,,,,52.3830623,-1.5162206,14.05277778,7.992
868.499,1.7743,-0.9337,7.6217,0.214,-0.1207,0.0678,,,,,,52.3830748,-1.5162176,13.93888889,8.264
868.6,-2.4975,2.7871,8.792,0.218,-0.3338,0.1962,,,,,,52.3830871,-1.5162151,14.00277778,7.531
868.7,-1.9041,-0.0957,11.767,0.1619,0.3169,-0.0845,,,,,,52.3830995,-1.516212,13.92777778,8.121
868.8,0.5874,-0.6784,9.7767,0.1682,0.2156,-0.1647,,,,,,52.383112,-1.5162089,13.88611111,7.885
868.9,-1.3206,-0.0728,9.9681,0.1848,-0.0551,-0.0822,,,,,,52.3831244,-1.516206,13.77777778,7.98
869,-1.0428,-0.9895,10.3759,-0.0935,-0.0649,0.0159,,,,,,52.3831366,-1.5162028,13.77222222,9.025
869.1,-1.0391,0.2474,9.821,-0.0034,0.0258,0.0149,,,,,,52.383149,-1.5162,13.725,7.315
869.199,-2.1089,-1.1443,9.8395,0.0115,-0.0427,0.031,,,,,,52.3831611,-1.516197,13.66666667,8.197
869.299,-0.189,-0.1656,9.8664,0.0637,-0.0135,-0.0296,,,,,,52.3831733,-1.5161942,13.60277778,7.743
869.4,-0.8515,-0.7134,10.3673,0.0394,-0.0081,-0.0478,,,,,,52.3831854,-1.5161914,13.55,7.776
869.5,-0.7207,0.9812,9.3928,0.0894,0.069,-0.0123,,,,,,52.3831976,-1.5161887,13.49166667,7.346
869.599,-1.5209,-1.4214,9.6185,0.0441,0.019,-0.0304,,,,,,52.3832097,-1.5161862,13.43888889,7.041
869.7,0.1209,-0.6825,9.2574,0.072,-0.0732,0.0039,,,,,,52.3832217,-1.5161833,13.35555556,7.782
869.8,-1.7256,-0.7427,10.0156,-0.0185,0.0159,0.0701,,,,,,52.3832335,-1.5161805,13.30277778,7.954
869.9,-0.6228,0.525,9.1882,-0.0858,0.0501,-0.0087,,,,,,52.3832451,-1.5161777,13.27222222,8.202
869.999,-0.9359,-0.3559,9.9016,-0.0953,0.001,0.0127,,,,,,52.3832569,-1.5161751,13.21944444,7.481
870.1,-0.8541,0.0198,10.1858,-0.0097,0.0232,0.0008,,,,,,52.3832685,-1.5161722,13.18611111,8.349
870.2,-1.0706,0.8141,9.5673,-0.0531,0.0191,0.0829,,,,,,52.38328,-1.5161694,13.11666667,8.305
870.299,-1.1383,-1.1976,9.1151,-0.145,-0.0135,-0.0054,,,,,,52.3832916,-1.5161671,13.05,7.03
870.399,-0.8249,-0.6662,9.1945,0.0499,-0.0617,0.0916,,,,,,52.3833031,-1.5161641,13.02222222,8.473
870.5,-0.9286,-0.2787,9.7289,-0.0221,-0.0106,0.0671,,,,,,52.3833147,-1.5161615,13.04722222,7.729
870.599,-0.0834,0.3502,10.3688,-0.1081,0.0275,-0.1073,,,,,,52.3833263,-1.516159,13.01111111,7.341
870.7,0.4148,0.4805,11.309,0.0012,-0.0186,0.0711,,,,,,52.383338,-1.5161562,12.98888889,7.88
870.799,0.1923,1.1663,10.1085,-0.0809,-0.0535,0.016,,,,,,52.3833494,-1.5161537,12.975,7.453
870.899,0.9101,1.5732,8.6353,-0.1784,0.0319,-0.0827,,,,,,52.3833609,-1.516151,12.85,7.918
871,-1.8785,-2.698,7.6929,-1.1458,0.2613,0.0918,,,,,,52.3833724,-1.5161484,12.73888889,7.815
871.099,-5.1563,-0.2584,8.8776,-0.7073,0.1985,-0.238,,,,,,52.3833838,-1.5161458,12.94444444,7.725
871.199,-0.088,0.1579,8.3594,-0.6707,0.0808,-0.2038,,,,,,52.3833953,-1.5161436,12.94166667,6.869
871.299,-1.7895,-0.6981,8.469,-0.6731,0.0602,0.0826,,,,,,52.3834068,-1.5161413,12.86666667,6.834
871.4,-1.4694,-0.0038,7.7539,-0.2982,0.0484,-0.2051,,,,,,52.3834182,-1.5161385,12.78055556,8.081
871.5,-2.5368,-0.6845,8.4188,-0.4252,-0.0454,-0.0577,,,,,,52.3834297,-1.5161358,12.79166667,8.035
871.599,-0.4357,0.8489,9.0699,0.1531,0.0493,-0.0635,,,,,,52.3834412,-1.5161333,12.81666667,7.382
871.7,-0.7369,-0.2784,9.8772,0,-0.0234,0.0547,,,,,,52.3834526,-1.5161307,12.84722222,7.747
